Restaurant,Review,Label,Stars,Date
Indocafe The White House,"One wishing for a glass of beer to go with it.Char Moi Fried porridge served with prawnsIt was like having teochew style of porridge after given a stir fried.Kueh Pie Tee Pastry cups with turnips, seafood & chilli dipIt tasted not bad with the delicate made in house cups, although it would be better had the vegetables braised longer.Char Kway Teow Rice noodles with prawns, cockles, sausage & eggsNot bad, although I felt it lacking of wok feel.Char Kway Kar Rice cake with beansprout, pickled radish & eggsIt was the least favourite dish.",2,4,2017-06-27T00:00:00
MTR 1924,What I can tell you with confidence it that my colleague and I agreed that the coconut chutney was as authentic as it gets and as flavorful as one expects.,2,5,2019-11-22T00:00:00
Song Fa Bak Kut Teh,Tea based ribs soup is the specialty here and it's deliciously soaked in the savory broth.,2,4,2018-09-03T00:00:00
The Tippling Club,The chocolate and orange dessert was just alright.,2,4,2014-08-31T00:00:00
FOC,Great cocktails and great food.,2,5,2015-02-16T00:00:00
328 Katong Laksa,"Period.Living in Toronto where you can virtually order any cuisine you wish, I thought I knew what good laksa was.",2,5,2019-04-01T00:00:00
Blue Ginger," I've had my share of beef rendang, far and wide, but I still prefer the rendang from Blue Ginger.",2,4,2014-02-03T00:00:00
Ah Tai Hainanese Chicken Rice,"Plus, the dish is one of ten you must eat in Singapore, so duh...we couldn't leave without trying!All you need to know is their chicken rice set comes complete and for only $5!!",2,4,2015-04-30T00:00:00
Beirut Grill,"If ever going back, would get this.5) Vegetarian Moussaka - liked this as well, actually maybe my favorite dish of the night, but that might be because it was drizziling in oil!",2,2,2016-01-02T00:00:00
Lawry's The Prime Rib Singapore,"A cut above the rest.Lawry's The Prime Rib, what more can be said about it.",2,4,2015-12-01T00:00:00
The Study,"As you cut the fish, it slices into ""flakes"" which told me ""yes this fish is fresh!",2,4,2016-04-28T00:00:00
Warung Aneka Rasa,"On the 3rd floor, beside the bridge across People Park and Chinatown Point, next to the UOB ATM.The taste is authentic.",2,4,2016-05-23T00:00:00
PS.Cafe,"Also, I've already raved about their Sticky Date, but we also grabbed PS's specialty brownie...which actually wasn't that great, to be honest!",2,4,2016-10-15T00:00:00
Bread Street Kitchen,"Unfortunately, a lot of the fish and chips in Singapore, though claiming to be authentic British fish and chips, some how still feels a bit of a let down.From the first cut, you would know that this is a good Fish and Chips.",2,4,2015-12-06T00:00:00
Old Airport Road Food Centre,"Lastly grabbed a hot red paste bun from the only place selling hot buns in there which was so fluffy and perfectly hot and topped with sesame seeds, white and black.",2,5,2015-09-29T00:00:00
The Halia,Ginger drinks are tasty and hydrating in hot Singapore weather.,2,5,2014-03-26T00:00:00
Din Tai Fung,We were excited to taste it but found it bland.,2,3,2019-02-10T00:00:00
Cheek Bistro,"It's not a subtle dish by any means, it's a kick the door down and go HEY THE FLAVOUR IS HERE GUYS GUNS BLAZING dish, and while that might not be for everyone, it was possibly the saving grace for the evening for us.The black olive cake drew mixed reviews, but since this is my Yelp account, I'm going to say I loved it.",2,3,2016-03-04T00:00:00
Jumbo Seafood,It is quite spicy!,2,4,2017-03-28T00:00:00
Wang Dae Bak Korean BBQ,"It wasn't really spicy though, and there were too many beans inside to thicken the soup.",2,4,2016-07-26T00:00:00
CreatureS,"Pumpkin soup was alright too, nothing to shout about.",2,3,2016-06-30T00:00:00
Salt Grill & Sky Bar,Creamy custard covered with the sugar glaze and topped with salted caramel ice cream.,2,4,2013-03-21T00:00:00
Killiney Kopitiam,I had the curry and it was excellent!,2,4,2018-06-16T00:00:00
Taste Paradise,The common dim sum items like prawn dumplings and Siew Mai taste better than very good.,2,5,2015-06-16T00:00:00
Two Men Bagel House,"Came here with incredibly high expectations but it turn out alright.Ordered cinnamon and raisin bagel with cream cheese.The bagels that i wanted, all 3 choices were sold out so I do wonder if that was a defining decision of my review.lol!I felt that the cream cheese could do with more oomphf, and I loveeee cream cheese so much so it was a bummer.It was crowded and we had to be seated next to the speaker blaring music.",2,3,2016-07-10T00:00:00
Roland,"It's really salted egg sauce that's fried into the crab and they tossed in some yam fritters to give the dish extra crispiness, crunch and flavor!!!",2,4,2014-05-21T00:00:00
Spize,"The Nasi Lemak came with this delicious spicy chili sauce which was amazing, and the rice and egg were perfect.",2,5,2018-03-10T00:00:00
Liao Fan Hawker Chan,The rice was delicious.,2,4,2018-06-07T00:00:00
Clinton Street Baking Company & Restaurant,The jalapeo cornbread was quite large and yummy.,2,3,2016-05-17T00:00:00
One Man Coffee,"The fries was lacking of crispiness.Coffee Soda ($6) It was a glass of soda, accompanied with a glass of espresso.",2,4,2017-02-08T00:00:00
Afterglow,"I enjoyed their cold-pressed juice (the green one with spinach in it), it was nice and light and very veggie, with a nice sweetness.",2,4,2014-04-04T00:00:00
ShuKuu Izakaya,Follow the chef's recommendation!We loved the beef ponzu... the sashimi scallops.... black ink squid.,2,5,2019-05-08T00:00:00
Long Beach Seafood,It's dry and bland.,2,2,2014-12-27T00:00:00
Alaturka,Also order in a portion of their Baba Khanoush (egg plant tip) and some Lavache if you're in the mood for some piping crispy hot bread!,2,4,2014-04-08T00:00:00
LooÃ¢Â€Â™s Hainanese Curry Rice,"Whether or not their curry is still cooked in the traditional way they claim it is, it does have one of the best curries around (Chinese curries that is).",2,4,2014-11-16T00:00:00
Once Upon A Thyme,"The sauce, the texture of the pasta and the variety, worth giving it a try.",2,4,2016-06-10T00:00:00
Once Upon A Thyme,The meatballs were nice and tender with good flavor.,2,4,2016-05-04T00:00:00
Komala Vilas Restaurant,Tried the chick pea chili dish and it was excellent.,2,4,2017-12-18T00:00:00
Liao Fan Hawker Chan,"The roast pork and duck were also good, but nothing stand out.",2,5,2019-09-17T00:00:00
Hong Kong Street Family Restaurant,"The taste is obviously prawn paste, but it's just a tad light.",2,3,2016-03-14T00:00:00
Tiong Bahru Bakery,Although the mocha that I had ordered was okay.,2,4,2019-02-10T00:00:00
Char Restaurant,"High expectations of a more roasted version but now they were just expensive braised ""Lor Bak"" (pork belly) to me, nicely marinated though!",2,2,2016-09-09T00:00:00
Geylang Prawn Noodle,The soup has been consistently umami with a rich prawny taste.,2,5,2015-08-17T00:00:00
Kafe Utu,"I don't remember the name of it, but one had salted peanut butter on the rim of the cup and was really good.",2,5,2019-05-31T00:00:00
Teochew Handmade Pau,The pau's skin is so fluffy and soft despite being so thinly molded at some parts of the pau.,2,5,2015-11-20T00:00:00
Potato Head Folk,"Priding their food with best quality prime beef and lamb from Australia as well as UK, be rest assure to sit back and enjoy the burgers.",2,4,2016-04-26T00:00:00
Tenshin,Excellent tempura dishes with just the right amount of batter and fresh ingredients.,2,5,2013-09-11T00:00:00
328 Katong Laksa,It also contained a sorry-looking piece of small dry fish.Overall the broth of their laksa is still one of the best I have ever had.,2,3,2019-11-05T00:00:00
The Beast,"On the whole, it was sufficiently tasty.",2,5,2014-10-11T00:00:00
Bread Street Kitchen,FANTASTIC food every time!!,2,5,2015-10-01T00:00:00
Corner House,"The texture of cheek is traditionally chewy, and here it was fattier and much more tender than I'm used to.",2,5,2019-02-23T00:00:00
Souper Tang,There are variety of soups that are really nice.,2,5,2017-04-01T00:00:00
Geylang Lor 9 Fresh Frog Leg Porridge,We just wanted some fantastic frog's legs and we got them.We did order the porridge.,2,4,2012-11-07T00:00:00
LooÃ¢Â€Â™s Hainanese Curry Rice,"Like most hainanese curry places, some of their dishes are their trademarks... Pork chop, stewed cabbage... Just to name a couple.",2,4,2014-11-16T00:00:00
Nassim Hill Bakery Bistro Bar,It was just unfortunate that the staff was unable to cope with the swarming lunch crowd on our visit.,3,2,2016-05-24T00:00:00
Etna Italian Restaurant,I may be demanding on this but I did not foresee getting my hands dirty trying to peel the meat off the crab in a fancy Italian restaurant.,3,3,2017-04-17T00:00:00
Tai Hwa Pork Noodle,"They make 1 bowl at a time and some guy ordered 10!The noodles are tossed in a vinegar, chilli oil and soy sauce mix which is then topped with what tasted like pork liver, minced pork, a couple of wontons, a couple of meatballs and some additional meat slices.",3,4,2018-11-18T00:00:00
Sungei Road Laksa,As other reviews mentioned there's no chopsticks.,3,5,2017-09-04T00:00:00
Humpback,We were warmly greeted and shown to our table which was at the bar.,3,5,2016-07-16T00:00:00
National Kitchen By Violet Oon,"I ordered entry, main and dessert, a very tasty experience!The staff was absolutely perfect!",3,5,2017-12-28T00:00:00
Esquina,"The waitress turns back to us and curtly informs us that our food ""is not coming"".",3,1,2013-06-30T00:00:00
Zhen Zhen Porridge,I came for an early lunch when there was no long line.,3,5,2018-01-10T00:00:00
Bread Street Kitchen,"But then after we ordered we waited 50 minutes for salad, and then 50 more for our mains.",3,2,2019-12-23T00:00:00
Lola's Cafe,I do not understand why on earth do people queue up for 2 hours for this?,3,3,2014-11-04T00:00:00
Liao Fan Hawker Chan, Love it the best with mein.Accept credit card With AC,3,5,2017-04-15T00:00:00
Katanashi,"If I am the owner, I would put Nico in-charge and oversee staff training.",3,5,2019-04-27T00:00:00
Jumbo Seafood,Our order came out pretty quickly.,3,3,2019-09-29T00:00:00
JB Ah Meng,"I have been pushing my meal times later and later to dodge the heat, so it's great that this place stays open until 2 or so.",3,5,2019-02-12T00:00:00
Liao Fan Hawker Chan,Longest part of our wait was to order.,3,5,2018-11-29T00:00:00
Boca Restaurant,"Although service staff is very hard to come by in Singapore, the relatively mid-high price sets certain service expectations",3,4,2015-06-20T00:00:00
Pollen,It is uncharacteristic to have such a poorly run establishment in a first class attraction like the Gardens By the Bay.,3,2,2017-01-02T00:00:00
Al Afrose Restaurant,9:10 no food.,3,1,2020-01-18T00:00:00
MTR 1924,"Good service, very fast, and delicious!",3,5,2018-01-15T00:00:00
PS Cafe,"And every time we would try to hail a waiter, it would take several minutes, despite there being no other tables being served.My second pet peeve has to be specific inconsistent attention.",3,2,2015-08-11T00:00:00
Fynn's,Our server Bjorn was an excellent host and guided us through our drink selections along with snacks of preference.,3,4,2018-10-16T00:00:00
Hamburg Steak Keisuke,Different types of eggs you can request from them.,3,4,2017-04-30T00:00:00
ShuKuu Izakaya,"Since it's an izakaya, we decided to go for some sake and asked for recommendations from the waiter, who was very helpful and patient in explaining the drinks menu to us.",3,4,2015-11-20T00:00:00
Mrs Pho,We asked for waters as well and they rolled their eyes and walked away from us.,3,2,2019-06-24T00:00:00
Boon Tong Kee,"They also bring you the check with the food, which is another testament to their efficiency.",3,5,2016-06-10T00:00:00
Keisuke Tonkotsu King,"Just make sure you remember what your combination was, so that when the waiter brings you a bowl, you know you have the right one (and they speak with the local accent, so be ready to listen and focus).One thing I would like to do next time is that they have all-you-can-eat hard-boiled eggs at each table.",3,4,2013-12-25T00:00:00
Old Airport Road Food Centre,Plenty of seating both inside and out.,3,3,2015-04-17T00:00:00
Jumbo Seafood,"Breaded scallops were elegant, mantou bread was nom-worthy, and the fried rice was great... and the service was quite decent.We had a reservation inside, and hence ate inside-- but I think outside is the better experience.We had some amazing food-- and from the popularity of the Jumbo chain, I assume they're capable of excellent food-- but for whatever reason, our experience was decidedly so-so as soon as the signature dish came out.",3,2,2014-10-03T00:00:00
Song Fa Bak Kut Teh,Can go up to an hour wait.,3,3,2017-04-03T00:00:00
Nassim Hill Bakery Bistro Bar,The staff are smiley until a hiccup happens.,3,1,2016-09-08T00:00:00
Gajalee,The rice and naan came out shortly after the crab.,3,4,2013-11-16T00:00:00
Long Beach Seafood,Parking is also a problem.,3,3,2016-03-21T00:00:00
Taratata Brasserie,I felt the manager was great and attentive.,3,4,2013-06-16T00:00:00
Song Fa Bak Kut Teh,Queue can get pretty long so best to go early and avoid lunch and dinner crowds.,3,4,2016-01-04T00:00:00
Ah Bong's Italian,Best to come early or try to make a rez!,3,4,2016-07-06T00:00:00
Song Fa Bak Kut Teh,"Very efficient and fast although one of the server Terrence forgot to put in my extra order of Pork Belly, I wont hold him to it.",3,5,2015-12-26T00:00:00
The RiceTable,"In general, you can be assured of a good meal at the Rice Table, just beware of the service.The Rice Table hires some teenagers that probably work to earn some extra pocket money and it shows.",3,3,2015-03-25T00:00:00
OverEasy,"I don't understand why they need to do that, especially when credit card fraud is so common now.",3,4,2013-03-02T00:00:00
Genesis Vegan Restaurant,"It's completely vegan, the staff was friendly and interested in how I found out about the restaurant, and the food was amazing.",3,5,2016-09-28T00:00:00
